Location,Site Name,Site Description,Latitude and Longitude(Deg Min Sec),Latitude and Longitude(Decimal),Link to site location,Picture Location,Copyright
Italy,Early Christian Monuments of Ravenna (1996),"Ravenna was the seat of the Roman Empire in the 5th century and then of Byzantine Italy until the 8th century. It has a unique collection of early Christian mosaics and monuments. All eight buildings – the Mausoleum of Galla Placidia, the Neonian Baptistery, the Basilica of Sant'Apollinare Nuovo, the Arian Baptistery, the Archiepiscopal Chapel, the Mausoleum of Theodoric, the Church of San Vitale and the Basilica of Sant'Apollinare in Classe – were constructed in the 5th and 6th centuries. They show great artistic skill, including a wonderful blend of Graeco-Roman tradition, Christian iconography and oriental and Western styles.","N44 25 13.5, E12 11 46.5","44.420417, 12.19625",http://whc.unesco.org/en/list/788,ITALY16.jpg,© Aneta Ribarska
Italy,Etruscan Necropolises of Cerveteri and Tarquinia (2004),"These two large Etruscan cemeteries reflect different types of burial practices from the 9th to the 1st century BC, and bear witness to the achievements of Etruscan culture. Which over nine centuries developed the earliest urban civilization in the northern Mediterranean. Some of the tombs are monumental, cut in rock and topped by impressive tumuli (burial mounds). Many feature carvings on their walls, others have wall paintings of outstanding quality. The necropolis near Cerveteri, known as Banditaccia, contains thousands of tombs organized in a city-like plan, with streets, small squares and neighbourhoods. The site contains very different types of tombs: trenches cut in rock; tumuli; and some, also carved in rock, in the shape of huts or houses with a wealth of structural details. These provide the only surviving evidence of Etruscan residential architecture. The necropolis of Tarquinia, also known as Monterozzi, contains 6,000 graves cut in the rock. It is famous for its 200 painted tombs, the earliest of which date from the 7th century BC.","N42 0 24.6, E12 6 6.8","42.006833,    12.101889 ",http://whc.unesco.org/en/list/1158,ITALY17.jpg,non © UNESCO
Italy,"Ferrara, City of the Renaissance, and its Po Delta (1995)","Ferrara, which grew up around a ford over the River Po, became an intellectual and artistic centre that attracted the greatest minds of the Italian Renaissance in the 15th and 16th centuries. Here, Piero della Francesca, Jacopo Bellini and Andrea Mantegna decorated the palaces of the House of Este. The humanist concept of the 'ideal city' came to life here in the neighbourhoods built from 1492 onwards by Biagio Rossetti according to the new principles of perspective. The completion of this project marked the birth of modern town planning and influenced its subsequent development.","N44 50 16, E11 37 10","44.837778, 11.619444",http://whc.unesco.org/en/list/733,ITALY18.jpg,© OUR PLACE The World Heritage Collection
Italy,Genoa: Le Strade Nuove and the system of the Palazzi dei Rolli (2006),"The Strade Nuove and the system of the Palazzi dei Rolli in Genoa’s historic centre date from the late 16th and early 17th centuries when the Republic of Genoa was at the height of its financial and seafaring power. The site represents the first example in Europe of an urban development project parcelled out by a public authority within a unitary framework and associated to a particular system of ‘public lodging’ in private residences, as decreed by the Senate in 1576. The site includes an ensemble of Renaissance and Baroque palaces along the so-called ‘new streets’ (Strade Nuove). The Palazzi dei Rolli offer an extraordinary variety of different solutions, achieving universal value in adapting to the particular characteristics of the site and to the requirements of a specific social and economic organization. They also offer an original example of a public network of private residences designated to host state visits.","N44 24 44, E8 55 52","44.412222, 8.931111",http://whc.unesco.org/en/list/1211,ITALY19.jpg,© UNESCO
Italy,Historic Centre of Florence (1982),"Built on the site of an Etruscan settlement, Florence, the symbol of the Renaissance, rose to economic and cultural pre-eminence under the Medici in the 15th and 16th centuries. Its 600 years of extraordinary artistic activity can be seen above all in the 13th-century cathedral (Santa Maria del Fiore), the Church of Santa Croce, the Uffizi and the Pitti Palace, the work of great masters such as Giotto, Brunelleschi, Botticelli and Michelangelo.","N43 46 23.016, E11 15 21.996","43.77306, 11.25611",http://whc.unesco.org/en/list/174,ITALY20.jpg,© Tim Schnarr
Italy,Historic Centre of Naples (1995),"From the Neapolis founded by Greek settlers in 470 B.C. to the city of today, Naples has retained the imprint of the successive cultures that emerged in Europe and the Mediterranean basin. This makes it a unique site, with a wealth of outstanding monuments such as the Church of Santa Chiara and the Castel Nuovo.","N40 51 5, E14 15 46","40.851389,  14.254444",http://whc.unesco.org/en/list/726,ITALY21.jpg,© OUR PLACE The World Heritage Collection
Italy,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura (1980)","Founded, according to legend, by Romulus and Remus in 753 BC, Rome was first the centre of the Roman Republic, then of the Roman Empire, and it became the capital of the Christian world in the 4th century. The World Heritage site, extended in 1990 to the walls of Urban VIII, includes some of the major monuments of antiquity such as the Forums, the Mausoleum of Augustus, the Mausoleum of Hadrian, the Pantheon, Trajan’s Column and the Column of Marcus Aurelius, as well as the religious and public buildings of papal Rome.","N41 53 24.8, E12 29 32.3"," 41.890222, 12.492306",http://whc.unesco.org/en/list/91,ITALY22.jpg,© OUR PLACE The World Heritage Collection
Italy,Historic Centre of San Gimignano (1990),"San Gimignano delle belle Torri' is in Tuscany, 56 km south of Florence. It served as an important relay point for pilgrims travelling to or from Rome on the Via Francigena. The patrician families who controlled the town built around 72 tower-houses (some as high as 50 m) as symbols of their wealth and power. Although only 14 have survived, San Gimignano has retained its feudal atmosphere and appearance. The town also has several masterpieces of 14th- and 15th-century Italian art.","N43 28 5.016, E11 2 30.012","43.46806, 11.04167",http://whc.unesco.org/en/list/550,ITALY23.jpg,© UNESCO
Italy,Historic Centre of Siena (1995),"Siena is the embodiment of a medieval city. Its inhabitants pursued their rivalry with Florence right into the area of urban planning. Throughout the centuries, they preserved their city's Gothic appearance, acquired between the 12th and 15th centuries. During this period the work of Duccio, the Lorenzetti brothers and Simone Martini was to influence the course of Italian and, more broadly, European art. The whole city of Siena, built around the Piazza del Campo, was devised as a work of art that blends into the surrounding landscape.","N43 19 7, E11 19 54","43.318611, 11.331667
",http://whc.unesco.org/en/list/717,ITALY24.jpg,© Bruno Doucin
Italy,Historic Centre of the City of Pienza (1996),"It was in this Tuscan town that Renaissance town-planning concepts were first put into practice after Pope Pius II decided, in 1459, to transform the look of his birthplace. He chose the architect Bernardo Rossellino, who applied the principles of his mentor, Leon Battista Alberti. This new vision of urban space was realized in the superb square known as Piazza Pio II and the buildings around it: the Piccolomini Palace, the Borgia Palace and the cathedral with its pure Renaissance exterior and an interior in the late Gothic style of south German churches.","N43 4 37, E11 40 43","43.076944, 11.678611",http://whc.unesco.org/en/list/789,ITALY25.jpg,© UNESCO
Italy,Historic Centre of Urbino (1998),"The small hill town of Urbino, in the Marche, experienced a great cultural flowering in the 15th century, attracting artists and scholars from all over Italy and beyond, and influencing cultural developments elsewhere in Europe. Owing to its economic and cultural stagnation from the 16th century onwards, it has preserved its Renaissance appearance to a remarkable extent. ","N43 43 30, E12 37 59.988","43.725, 12.63333",http://whc.unesco.org/en/list/828,ITALY26.jpg,© UNESCO
Italy,Late Baroque Towns of the Val di Noto (South-Eastern Sicily) (2002),"The eight towns in south-eastern Sicily: Caltagirone, Militello Val di Catania, Catania, Modica, Noto, Palazzolo, Ragusa and Scicli, were all rebuilt after 1693 on or beside towns existing at the time of the earthquake which took place in that year. They represent a considerable collective undertaking, successfully carried out at a high level of architectural and artistic achievement. Keeping within the late Baroque style of the day, they also depict distinctive innovations in town planning and urban building.","N36 53 35.5, E15 4 8.1","36.893194, 15.068917",http://whc.unesco.org/en/list/1024,ITALY27.jpg,© UNESCO
Italy,Longobards in Italy. Places of the Power (568-774 A.D.) (2011),"The Longobards in Italy, Places of Power, 568 - 774 A.D. comprises seven groups of important buildings (including fortresses, churches, and monasteries) throughout the Italian Peninsula. They testify to the high achievement of the Lombards, who migrated from northern Europe and developed their own specific culture in Italy where they ruled over vast territories in the 6th to 8th centuries. The Lombards synthesis of architectural styles marked the transition from Antiquity to the European Middle Ages, drawing on the heritage of Ancient Rome, Christian spirituality, Byzantine influence and Germanic northern Europe. The serial property testifies to the Lombards' major role in the spiritual and cultural development of Medieval European Christianity, notably by bolstering the monastic movement.","N46 5 39, E13 25 59","46.094167, 13.433056",http://whc.unesco.org/en/list/1318,ITALY28.jpg,© Photographic archive Musei Civici d’Arte e Storia de Brescia
Italy,Mantua and Sabbioneta (2008),"Mantua and Sabbioneta, in the Po valley, in the north of Italy, represent two aspects of Renaissance town planning: Mantua shows the renewal and extension of an existing city, while 30 km away, Sabbioneta represents the implementation of the period’s theories about planning the ideal city. Typically, Mantua’s layout is irregular with regular parts showing different stages of its growth since the Roman period and includes many medieval edifices among them an 11th century rotunda and a Baroque theatre. Sabbioneta, created in the second half of the 16th century under the rule of one person, Vespasiano Gonzaga Colonna, can be described as a single-period city and has a right angle grid layout. Both cities offer exceptional testimonies to the urban, architectural and artistic realizations of the Renaissance, linked through the visions and actions of the ruling Gonzaga family. The two towns are important for the value of their architecture and for their prominent role in the dissemination of Renaissance culture. The ideals of the Renaissance, fostered by the Gonzaga family, are present in the towns’ morphology and architecture.","N45 9 34, E10 47 40","44.159444, 10.794444",http://whc.unesco.org/en/list/1287,ITALY29.jpg,© Valerio Li Vigni
Italy,Medici Villas and Gardens in Tuscany (2013),"Twelve villas and two gardens spread across the Tuscan landscape make up this site which bears testimony to the influence the Medici family exerted over modern European culture through its patronage of the arts. Built between the 15th and 17th centuries, they represent an innovative system of construction in harmony with nature and dedicated to leisure, the arts and knowledge. The villas embody an innovative form and function, a new type of princely residence that differed from both the farms owned by rich Florentines of the period and from the military might of baronial castles. The Medici villas form the first example of the connection between architecture, gardens, and the environment and became an enduring reference for princely residences throughout Italy and Europe. Their gardens and integration into the natural environment helped develop the appreciation of landscape characteristic Humanism and the Renaissance.","N43 51 28, E11 18 15","43.857778, 11.304167",http://whc.unesco.org/en/list/175,ITALY30.jpg,© Adriano Bartolozzi
Italy,"Piazza del Duomo, Pisa (1987)","Standing in a large green expanse, Piazza del Duomo houses a group of monuments known the world over. These four masterpieces of medieval architecture – the cathedral, the baptistry, the campanile (the 'Leaning Tower') and the cemetery – had a great influence on monumental art in Italy from the 11th to the 14th century.","N43 43 23, E10 23 47","43.723056, 10.396389",http://whc.unesco.org/en/list/395,ITALY31.jpg,© Bruno Doucin
Italy,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto) (1997)","The Ligurian coast between Cinque Terre and Portovenere is a cultural landscape of great scenic and cultural value. The layout and disposition of the small towns and the shaping of the surrounding landscape, overcoming the disadvantages of a steep, uneven terrain, encapsulate the continuous history of human settlement in this region over the past millennium.","N44 6 24.984, E9 43 45.012","44.10694, 9.72917",http://whc.unesco.org/en/list/826,ITALY32.jpg,© Valerio Li Vigni
Italy,Prehistoric Pile Dwellings around the Alps (2011),"This serial property of 111 small individual sites encompasses the remains of prehistoric pile-dwelling (or stilt house) settlements in and around the Alps built from around 5000 to 500 B.C. on the edges of lakes, rivers or wetlands. Excavations, only conducted in some of the sites, have yielded evidence that provides insight into life in prehistoric times during the Neolithic and Bronze Age in Alpine Europe and the way communities interacted with their environment. Fifty-six of the sites are located in Switzerland. The settlements are a unique group of exceptionally well-preserved and culturally rich archaeological sites, which constitute one of the most important sources for the study of early agrarian societies in the region.","N47 16 42, E8 12 27","47.278333, 8.2075",http://whc.unesco.org/en/list/1363,ITALY33.jpg,"© P. Pétrequin, Centre de la Recherches Archeologique de la Vallée de l’Ain"
Italy,Residences of the Royal House of Savoy (1997),"When Emmanuel-Philibert, Duke of Savoy, moved his capital to Turin in 1562, he began a vast series of building projects (continued by his successors) to demonstrate the power of the ruling house. This outstanding complex of buildings, designed and embellished by the leading architects and artists of the time, radiates out into the surrounding countryside from the Royal Palace in the 'Command Area' of Turin to include many country residences and hunting lodges.","N45 4 21.108, E7 41 8.592","45.07253,   7.68572",http://whc.unesco.org/en/list/823,ITALY34.jpg,© UNESCO
Italy,Rhaetian Railway in the Albula / Bernina Landscapes,"Rhaetian Railway in the Albula / Bernina Landscapes, brings together two historic railway lines that cross the Swiss Alps through two passes. Opened in 1904, the Albula line in the north western part of the property is 67 km long. It features an impressive set of structures including 42 tunnels and covered galleries and 144 viaducts and bridges. The 61 km Bernina pass line features 13 tunnels and galleries and 52 viaducts and bridges. The property is exemplary of the use of the railway to overcome the isolation of settlements in the Central Alps early in the 20th century, with a major and lasting socio-economic impact on life in the mountains. It constitutes an outstanding technical, architectural and environmental ensemble and embodies architectural and civil engineering achievements, in harmony with the landscapes through which they pass.","N46 29 54, E9 50 47","46.498333, 9.846389",http://whc.unesco.org/en/list/1276,ITALY35.jpg,© P. Donatsch
Italy,Rock Drawings in Valcamonica,"Valcamonica, situated in the Lombardy plain, has one of the world's greatest collections of prehistoric petroglyphs – more than 140,000 symbols and figures carved in the rock over a period of 8,000 years and depicting themes connected with agriculture, navigation, war and magic.","N45 57 25.4,  E10 17 50.4","45.957056, 10.297333
",http://whc.unesco.org/en/list/94,ITALY36.jpg,© Elisabetta Roffia
Italy,Sacri Monti of Piedmont and Lombardy,"The nine Sacri Monti (Sacred Mountains) of northern Italy are groups of chapels and other architectural features created in the late 16th and 17th centuries and dedicated to different aspects of the Christian faith. In addition to their symbolic spiritual meaning, they are of great beauty by virtue of the skill with which they have been integrated into the surrounding natural landscape of hills, forests and lakes. They also house much important artistic material in the form of wall paintings and statuary.","N45 58 28.4, E9 10 10.4","45.974556, 9.169556",http://whc.unesco.org/en/list/1068,ITALY37.jpg,© UNESCO
Italy,Su Nuraxi di Barumini (1997),"During the late 2nd millennium B.C. in the Bronze Age, a special type of defensive structure known as nuraghi (for which no parallel exists anywhere else in the world) developed on the island of Sardinia. The complex consists of circular defensive towers in the form of truncated cones built of dressed stone, with corbel-vaulted internal chambers. The complex at Barumini, which was extended and reinforced in the first half of the 1st millennium under Carthaginian pressure, is the finest and most complete example of this remarkable form of prehistoric architecture.","N39 42 21, E8 59 29","39.705833, 8.991139",http://whc.unesco.org/en/list/833,ITALY38.jpg,© Paolo Rossi
Italy,Syracuse and the Rocky Necropolis of Pantalica (2005),"The site consists of two separate elements, containing outstanding vestiges dating back to Greek and Roman times: The Necropolis of Pantalica contains over 5,000 tombs cut into the rock near open stone quarries, most of them dating from the 13th to 7th centuries BC. Vestiges of the Byzantine era also remain in the area, notably the foundations of the Anaktoron (Prince’s Palace). The other part of the property, Ancient Syracuse, includes the nucleus of the city’s foundation as Ortygia by Greeks from Corinth in the 8th century BC. The site of the city, which Cicero described as ‘the greatest Greek city and the most beautiful of all’, retains vestiges such as the Temple of Athena (5th century BC, later transformed to serve as a cathedral), a Greek theatre, a Roman amphitheatre, a fort and more. Many remains bear witness to the troubled history of Sicily, from the Byzantines to the Bourbons, interspersed with the Arabo-Muslims, the Normans, Frederick II of the Hohenstaufen dynasty (1197–1250), the Aragons and the Kingdom of the Two Sicilies. Historic Syracuse offers a unique testimony to the development of Mediterranean civilization over three millennia.","N37 3 33.984, E15 17 35.016","37.05944, 15.29306",http://whc.unesco.org/en/list/1200,ITALY39.jpg,© UNESCO
Italy,The Sassi and the Park of the Rupestrian Churches of Matera (1993),"This is the most outstanding, intact example of a troglodyte settlement in the Mediterranean region, perfectly adapted to its terrain and ecosystem. The first inhabited zone dates from the Palaeolithic, while later settlements illustrate a number of significant stages in human history. Matera is in the southern region of Basilicata.","N40 39 59, E16 36 37","40.666389, 16.610278",http://whc.unesco.org/en/list/670,ITALY40.jpg,© UNESCO
Italy,The Trulli of Alberobello (1996),"The trulli , limestone dwellings found in the southern region of Puglia, are remarkable examples of drywall (mortarless) construction, a prehistoric building technique still in use in this region. The trulli are made of roughly worked limestone boulders collected from neighbouring fields. Characteristically, they feature pyramidal, domed or conical roofs built up of corbelled limestone slabs.","N40 46 57, E17 14 12.984","40.7825, 17.23694",http://whc.unesco.org/en/list/787,ITALY41.jpg,© UNESCO
Italy,Val d'Orcia (2004),"The landscape of Val d’Orcia is part of the agricultural hinterland of Siena, redrawn and developed when it was integrated in the territory of the city-state in the 14th and 15th centuries to reflect an idealized model of good governance and to create an aesthetically pleasing picture. The landscape’s distinctive aesthetics, flat chalk plains out of which rise almost conical hills with fortified settlements on top, inspired many artists. Their images have come to exemplify the beauty of well-managed Renaissance agricultural landscapes. The inscription covers: an agrarian and pastoral landscape reflecting innovative land-management systems; towns and villages; farmhouses; and the Roman Via Francigena and its associated abbeys, inns, shrines, bridges, etc.","N43 4 0, E11 33 0","40.066667, 11.55",http://whc.unesco.org/en/list/1026,ITALY42.jpg,© UNESCO
Italy,Venice and its Lagoon (1987),"Founded in the 5th century and spread over 118 small islands, Venice became a major maritime power in the 10th century. The whole city is an extraordinary architectural masterpiece in which even the smallest building contains works by some of the world's greatest artists such as Giorgione, Titian, Tintoretto, Veronese and others.","N45 26 3.5, E12 20 20.2","45.434306, 12.338944",http://whc.unesco.org/en/list/394,ITALY43.jpg,© Natasha Lazic
Italy,Villa Adriana (Tivoli) (1999),"The Villa Adriana (at Tivoli, near Rome) is an exceptional complex of classical buildings created in the 2nd century A.D. by the Roman emperor Hadrian. It combines the best elements of the architectural heritage of Egypt, Greece and Rome in the form of an 'ideal city'.","N41 56 39, E12 46 19.1","41.944167, 12.771972",http://whc.unesco.org/en/list/907,ITALY44.jpg,© OUR PLACE The World Heritage Collection
Italy,"Villa d'Este, Tivoli (2001)","The Villa d'Este in Tivoli, with its palace and garden, is one of the most remarkable and comprehensive illustrations of Renaissance culture at its most refined. Its innovative design along with the architectural components in the garden (fountains, ornamental basins, etc.) make this a unique example of an Italian 16th-century garden. The Villa d'Este, one of the first giardini delle meraviglie , was an early model for the development of European gardens.","N41 57 50.1, E12 47 46.5","41.963917, 12.79625",http://whc.unesco.org/en/list/1025,ITALY45.jpg,© OUR PLACE The World Heritage Collection
Italy,Villa Romana del Casale (1997),"Roman exploitation of the countryside is symbolized by the Villa Romana del Casale (in Sicily), the centre of the large estate upon which the rural economy of the Western Empire was based. The villa is one of the most luxurious of its kind. It is especially noteworthy for the richness and quality of the mosaics which decorate almost every room; they are the finest mosaics in situ anywhere in the Roman world.","N37 21 57.996, E14 20 3.012","37.364724, 14.334552",http://whc.unesco.org/en/list/832,ITALY46.jpg,Villa Romana del Casale (Italy) © UNESCO
Italy,Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato (2014),"This landscape covers five distinct wine-growing areas with outstanding landscapes and the Castle of Cavour, an emblematic name both in the development of vineyards and in Italian history. It is located in the southern part of Piedmont, between the Po River and the Ligurian Apennines, and encompasses the whole range of technical and economic processes relating to the winegrowing and winemaking that has characterized the region for centuries. Vine pollen has been found in the area dating from the 5th century BC, when Piedmont was a place of contact and trade between the Etruscans and the Celts; Etruscan and Celtic words, particularly wine-related ones, are still found in the local dialect. During the Roman Empire, Pliny the Elder mentions the Piedmont region as being one of the most favourable for growing vines in ancient Italy; Strabo mentions its barrels.","N44 36 31, E7 57 49","44.608611, 7.963611",http://whc.unesco.org/en/list/1390,ITALY47.jpg,Barbaresco © SiTI - Higher Institute on Territorial Systems for Innovation
Italy,Isole Eolie (Aeolian Islands) (2000),"Isole Eolie (Aeolian Islands)

The Aeolian Islands provide an outstanding record of volcanic island-building and destruction, and ongoing volcanic phenomena. Studied since at least the 18th century, the islands have provided the science of vulcanology with examples of two types of eruption (Vulcanian and Strombolian) and thus have featured prominently in the education of geologists for more than 200 years. The site continues to enrich the field of vulcanology.","N38 29 16.3, E14 56 44.1","38.487861, 14.945583",http://whc.unesco.org/en/list/908,ITALY48.jpg,Isole Eolie (Aeolian Islands) (Italy) © Evergreen
Italy,Monte San Giorgio (2003),"The pyramid-shaped, wooded mountain of Monte San Giorgio beside Lake Lugano is regarded as the best fossil record of marine life from the Triassic Period (245–230 million years ago). The sequence records life in a tropical lagoon environment, sheltered and partially separated from the open sea by an offshore reef. Diverse marine life flourished within this lagoon, including reptiles, fish, bivalves, ammonites, echinoderms and crustaceans. Because the lagoon was near land, the remains also include land-based fossils of reptiles, insects and plants, resulting in an extremely rich source of fossils.","N45 54 50.5758, E8 56 59.373","45.914049, 8.949826",http://whc.unesco.org/en/list/1090,ITALY49.jpg,© Vincent Ko Hon Chiu
Italy,Mount Etna (2013),"Mount Etna is an iconic site encompassing 19,237 uninhabited hectares on the highest part of Mount Etna, on the eastern coast of Sicily. Mount Etna is the highest Mediterranean island mountain and the most active stratovolcano in the world. The eruptive history of the volcano can be traced back 500,000 years and at least 2,700 years of this activity has been documented. The almost continuous eruptive activity of Mount Etna continues to influence volcanology, geophysics and other Earth science disciplines. The volcano also supports important terrestrial ecosystems including endemic flora and fauna and its activity makes it a natural laboratory for the study of ecological and biological processes. The diverse and accessible range of volcanic features such as summit craters, cinder cones, lava flows and the Valle de Bove depression have made the site a prime destination for research and education.","N37 45 22, E14 59 48","37.756111, 14.996667
",http://whc.unesco.org/en/list/1427,ITALY50.jpg,Mount Etna © Ente Parco Etna
Italy,The Dolomites (2009),"The site of the Dolomites comprises a mountain range in the northern Italian Alps, numbering 18 peaks which rise to above 3,000 metres and cover 141,903 ha. It features some of the most beautiful mountain landscapes anywhere, with vertical walls, sheer cliffs and a high density of narrow, deep and long valleys. A serial property of nine areas that present a diversity of spectacular landscapes of international significance for geomorphology marked by steeples, pinnacles and rock walls, the site also contains glacial landforms and karst systems. It is characterized by dynamic processes with frequent landslides, floods and avalanches. The property also features one of the best examples of the preservation of Mesozoic carbonate platform systems, with fossil records.
","N46 36 47, E12 9 47","46.613056, 12.163056",http://whc.unesco.org/en/list/1237,ITALY51.jpg,The Dolomites (Italy) © TTF
